SGDID	GeneID	Alias	GO Term
YBL065W	YBL065W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBL064C	PRX1	PRX1	GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0008379,GO:0008379,GO:0008379,GO:0034599,GO:0045454,GO:0045454,GO:0046686,GO:1903205,SO:0000704
YBL063W	KIP1	KIP1,CIN9	GO:0000022,GO:0000070,GO:0000073,GO:0000073,GO:0003777,GO:0005634,GO:0005871,GO:0005876,GO:0007019,GO:0030543,GO:0090307,SO:0000704
YBL062W	YBL062W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBL061C	SKT5	SKT5,CAL2,CHS4,CSD4	GO:0000131,GO:0005935,GO:0005935,GO:0005935,GO:0008047,GO:0034221,GO:0034221,SO:0000704
YBL060W	YEL1	YEL1	GO:0005085,GO:0005737,GO:0005934,GO:0005935,GO:0005935,GO:0008104,GO:0010513,GO:0051666,SO:0000704
YBL059C-A	CMC2	CMC2	GO:0003674,GO:0005634,GO:0005737,GO:0005739,GO:0005758,GO:0033108,SO:0000704
YBL059W	IAI11	IAI11	GO:0003674,GO:0005739,GO:0005739,GO:0005739,GO:0008150,SO:0000704
YBL058W	SHP1	SHP1,UBX1	GO:0000045,GO:0005634,GO:0005634,GO:0005737,GO:0005829,GO:0005977,GO:0019888,GO:0019888,GO:0030433,GO:0030437,GO:0031134,GO:0034727,GO:0043161,SO:0000704
YBL057C	PTH2	PTH2	GO:0004045,GO:0004045,GO:0005739,GO:0005739,GO:0005739,GO:0005741,GO:0032435,GO:0032435,SO:0000704
YBL056W	PTC3	PTC3	GO:0000079,GO:0004722,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0006470,SO:0000704
YBL055C	YBL055C	-	GO:0004519,GO:0005737,GO:0006309,GO:0008296,GO:0034599,SO:0000704
YBL054W	TOD6	TOD6,PBF1	GO:0005634,GO:0005737,GO:0006357,GO:0043565,GO:0043565,GO:0070210,SO:0000704
YBL053W	YBL053W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBL052C	SAS3	SAS3,KAT6	GO:0004402,GO:0004402,GO:0016573,GO:0016573,GO:0030466,GO:0031509,GO:0033100,GO:0033100,GO:1990467,GO:1990468,SO:0000704
YBL051C	PIN4	PIN4,MDT1	GO:0000077,GO:0000077,GO:0000086,GO:0003729,GO:0005737,GO:0005737,SO:0000704
YBL050W	SEC17	SEC17,RNS3	GO:0000329,GO:0000329,GO:0001671,GO:0005483,GO:0005483,GO:0005829,GO:0006914,GO:0019898,GO:0031201,GO:0035494,GO:0035494,GO:0042144,GO:0042144,GO:0048280,SO:0000704
YBL049W	MOH1	MOH1	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBL048W	RRT1	RRT1	GO:0005575,GO:0008150,SO:0000704
YBL047C	EDE1	EDE1,BUD15	GO:0005737,GO:0005934,GO:0005935,GO:0005935,GO:0006897,GO:0030479,GO:0030479,GO:0030968,GO:0032467,GO:0032880,GO:0043130,GO:0043332,GO:0044396,SO:0000704
YBL046W	PSY4	PSY4,HSM6	GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0006470,GO:0019888,GO:0030289,GO:0030289,GO:0030289,GO:2000002,SO:0000704
YBL045C	COR1	COR1,QCR1	GO:0005739,GO:0005739,GO:0005739,GO:0005750,GO:0005750,GO:0008121,GO:0009060,SO:0000704
YBL044W	YBL044W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBL043W	ECM13	ECM13	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBL042C	FUI1	FUI1	GO:0000324,GO:0005886,GO:0005886,GO:0005886,GO:0015213,GO:0015213,GO:0015862,GO:0015862,GO:0015862,GO:0055085,GO:0071944,SO:0000704
YBL041W	PRE7	PRE7,PRS3	GO:0003674,GO:0005634,GO:0005829,GO:0010499,GO:0019774,GO:0043161,GO:0043161,SO:0000704
YBL040C	ERD2	ERD2	GO:0006888,GO:0006888,GO:0030176,GO:0045015,SO:0000704
YBL039W-B	MIN6	MIN6,YBL039W-A	GO:0003674,GO:0005777,GO:0008150,SO:0000704
YBL039C	URA7	URA7	GO:0000324,GO:0003883,GO:0003883,GO:0005737,GO:0006241,GO:0008654,GO:0019856,GO:0097268,SO:0000704
YBL039C-A	YBL039C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBL038W	MRPL16	MRPL16,RML16,YmL47,uL16m	GO:0003735,GO:0003735,GO:0005739,GO:0005739,GO:0005762,GO:0005762,GO:0032543,SO:0000704
YBL037W	APL3	APL3	GO:0003674,GO:0005935,GO:0005935,GO:0006886,GO:0030122,SO:0000704
YBL036C	YBL036C	-	GO:0005575,GO:0008150,GO:0030170,SO:0000704
YBL035C	POL12	POL12	GO:0003887,GO:0003887,GO:0005634,GO:0005634,GO:0005635,GO:0005658,GO:0005658,GO:0006270,GO:0006273,GO:0016233,GO:0016233,GO:0016233,SO:0000704
YBL034C	STU1	STU1	GO:0000776,GO:0005827,GO:0008017,GO:0008017,GO:0008608,GO:0043515,GO:0048487,GO:0048487,GO:0072686,GO:0072686,GO:0090307,GO:1990023,SO:0000704
YBL033C	RIB1	RIB1	GO:0005634,GO:0005737,GO:0009231,GO:0009231,GO:0019238,SO:0000704
YBL032W	HEK2	HEK2,KHD1	GO:0000723,GO:0000781,GO:0000932,GO:0000932,GO:0003729,GO:0003729,GO:0005737,GO:0007004,GO:0008298,GO:0008298,GO:0048255,GO:0048255,SO:0000704
YBL031W	SHE1	SHE1	GO:0000022,GO:0005819,GO:0005880,GO:0005935,GO:0008017,GO:0015630,SO:0000704
YBL030C	PET9	PET9,AAC2,ANC2,OP1	GO:0005471,GO:0005739,GO:0005739,GO:0005743,GO:0006839,GO:0006915,GO:0009060,GO:0009061,GO:0015866,GO:0015867,GO:0015886,GO:0055085,SO:0000704
YBL029C-A	YBL029C-A	-	GO:0003674,GO:0005886,GO:0008150,SO:0000704
YBL029W	YBL029W	-	GO:0003674,GO:0005634,GO:0005737,GO:0008150,SO:0000704
YBL028C	YBL028C	-	GO:0003674,GO:0005634,GO:0005730,GO:0008150,GO:0030687,SO:0000704
YBL027W	RPL19B	RPL19B,L19B,L19e,L23B,YL14,eL19,rpl5L	GO:0002181,GO:0003735,GO:0022625,SO:0000704
YBL026W	LSM2	LSM2,SMX5,SNP3	GO:0000398,GO:0000398,GO:0000932,GO:0003723,GO:0005634,GO:0005688,GO:0005688,GO:0005730,GO:0005732,GO:0005737,GO:0046540,GO:0046540,GO:1990726,SO:0000704
YBL025W	RRN10	RRN10	GO:0000500,GO:0001165,GO:0001181,GO:0005730,GO:0042790,GO:0042790,SO:0000704
YBL024W	NCL1	NCL1,TRM4	GO:0000049,GO:0002127,GO:0005634,GO:0006417,GO:0016428,GO:0019222,GO:0030488,GO:0070301,SO:0000704
YBL023C	MCM2	MCM2	GO:0000727,GO:0003682,GO:0003688,GO:0003688,GO:0003697,GO:0005634,GO:0005634,GO:0005634,GO:0005656,GO:0005656,GO:0005737,GO:0005737,GO:0005737,GO:0006267,GO:0006271,GO:0006974,GO:0017116,GO:0031261,GO:0031298,GO:0042555,GO:0071162,GO:1902975,GO:1902975,GO:1905775,SO:0000704
YBL022C	PIM1	PIM1	GO:0000262,GO:0004176,GO:0004176,GO:0005739,GO:0005739,GO:0005759,GO:0005759,GO:0006515,GO:0006515,GO:0006515,GO:0051131,GO:1901858,SO:0000704
YBL021C	HAP3	HAP3	GO:0000436,GO:0000978,GO:0001228,GO:0016602,GO:0016602,GO:0043457,SO:0000704
YBL020W	RFT1	RFT1	GO:0003674,GO:0005783,GO:0005789,GO:0005789,GO:0034203,GO:0034203,SO:0000704
YBL019W	APN2	APN2,ETH1	GO:0003906,GO:0005634,GO:0006284,GO:0008081,GO:0008311,GO:0008408,SO:0000704
YBL018C	POP8	POP8	GO:0000171,GO:0000172,GO:0000172,GO:0000294,GO:0004526,GO:0004526,GO:0005634,GO:0005655,GO:0005829,GO:0008033,GO:0034965,SO:0000704
YBL017C	PEP1	PEP1,VPS10,VPT1	GO:0000324,GO:0000423,GO:0000425,GO:0005048,GO:0005794,GO:0006623,GO:0007034,SO:0000704
YBL016W	FUS3	FUS3,DAC2	GO:0000750,GO:0000750,GO:0001403,GO:0001403,GO:0001403,GO:0004672,GO:0004707,GO:0004707,GO:0005634,GO:0005634,GO:0005737,GO:0005739,GO:0005739,GO:0006468,GO:0006468,GO:0006468,GO:0010494,GO:0010526,GO:0043332,GO:0043332,GO:0043409,GO:0046777,GO:0046827,GO:0071507,SO:0000704
YBL015W	ACH1	ACH1	GO:0003986,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005829,GO:0006083,GO:0008775,SO:0000704
YBL014C	RRN6	RRN6	GO:0001163,GO:0001164,GO:0001179,GO:0001179,GO:0042790,GO:0042790,GO:0070860,GO:0070860,GO:0070860,SO:0000704
YBL013W	FMT1	FMT1	GO:0004479,GO:0004479,GO:0005739,GO:0005739,GO:0005739,GO:0071951,GO:0071951,SO:0000704
YBL012C	YBL012C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBL011W	SCT1	SCT1,GAT2	GO:0004366,GO:0004366,GO:0005783,GO:0005783,GO:0005783,GO:0008654,GO:0016287,SO:0000704
YBL010C	LAA2	LAA2	GO:0003674,GO:0030136,GO:0031503,GO:0035653,SO:0000704
YBL009W	ALK2	ALK2	GO:0000278,GO:0004672,GO:0005575,GO:0006468,GO:0044879,SO:0000704
YBL008W-A	YBL008W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBL008W	HIR1	HIR1	GO:0000122,GO:0000417,GO:0000417,GO:0000417,GO:0000775,GO:0003677,GO:0003714,GO:0006336,GO:0006336,GO:0006368,GO:0016480,GO:0016480,GO:0031491,SO:0000704
YBL007C	SLA1	SLA1	GO:0000147,GO:0000147,GO:0005634,GO:0005634,GO:0005935,GO:0005938,GO:0006897,GO:0006897,GO:0030479,GO:0030479,GO:0034316,GO:0034316,GO:0034316,GO:0034316,GO:0043130,GO:0043332,GO:0140224,GO:0140224,GO:0140312,GO:0140312,GO:0140312,GO:1990964,SO:0000704
YBL006C	LDB7	LDB7,RSC14	GO:0003674,GO:0006337,GO:0006338,GO:0006368,GO:0016586,GO:0016586,GO:0016586,GO:0016586,GO:0016586,SO:0000704
YBL006W-A	YBL006W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBL005W	PDR3	PDR3,AMY2,TPE2	GO:0000978,GO:0001228,GO:0001228,GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0045944,GO:0045944,GO:2001040,GO:2001040,GO:2001040,SO:0000704
YBL004W	UTP20	UTP20	GO:0000447,GO:0000447,GO:0000472,GO:0000472,GO:0000480,GO:0000480,GO:0003729,GO:0005654,GO:0005730,GO:0005730,GO:0005730,GO:0005737,GO:0005737,GO:0030686,GO:0030686,GO:0030688,GO:0032040,SO:0000704
YBL003C	HTA2	HTA2,H2A2	GO:0000786,GO:0003677,GO:0006281,GO:0006333,GO:0031298,SO:0000704
YBL002W	HTB2	HTB2	GO:0000786,GO:0003677,GO:0006333,GO:0031298,SO:0000704
YBL001C	ECM15	ECM15	GO:0003674,GO:0005634,GO:0005737,GO:0005829,GO:0008150,SO:0000704
YBR001C	NTH2	NTH2	GO:0004555,GO:0005737,GO:0005739,GO:0005993,SO:0000704
YBR002C	RER2	RER2	GO:0004659,GO:0004659,GO:0005783,GO:0005783,GO:0005783,GO:0005783,GO:0005811,GO:0006486,GO:0006486,GO:0006888,GO:0019408,GO:0019408,GO:0045547,GO:0045547,GO:1904423,SO:0000704
YBR003W	COQ1	COQ1,trans-hexaprenyltranstransferase	GO:0000010,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0006744,SO:0000704
YBR004C	GPI18	GPI18	GO:0000009,GO:0000009,GO:0000030,GO:0000030,GO:0005739,GO:0005783,GO:0005783,GO:0006506,GO:0006506,GO:0030176,GO:0031501,GO:0031501,SO:0000704
YBR005W	RCR1	RCR1,SSH6	GO:0005886,GO:0006033,GO:0016192,GO:0030176,GO:0043495,GO:0072659,SO:0000704
YBR006W	UGA2	UGA2,UGA5	GO:0005737,GO:0006540,GO:0006540,GO:0009013,GO:0009013,GO:0009450,GO:0009450,GO:0034599,SO:0000704
YBR007C	DSF2	DSF2	GO:0003674,GO:0005934,GO:0008150,SO:0000704
YBR008C	FLR1	FLR1	GO:0005634,GO:0005737,GO:0005886,GO:0015244,GO:0071944,GO:1990961,GO:1990961,GO:1990961,SO:0000704
YBR009C	HHF1	HHF1	GO:0000786,GO:0003677,GO:0006333,GO:0031298,GO:0034729,GO:0043935,GO:0061587,SO:0000704
YBR010W	HHT1	HHT1,BUR5,SIN2	GO:0000786,GO:0003677,GO:0005634,GO:0006333,GO:0006878,GO:0008823,GO:0008823,GO:0009060,GO:0009303,GO:0031298,GO:0043505,GO:0043935,GO:0070911,SO:0000704
YBR011C	IPP1	IPP1,PPA1	GO:0004427,GO:0005634,GO:0005737,GO:0006796,SO:0000704
YBR012C	YBR012C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBR013C	YBR013C	-	GO:0003674,GO:0005783,GO:0008150,SO:0000704
YBR014C	GRX7	GRX7	GO:0000324,GO:0004362,GO:0005794,GO:0005796,GO:0005801,GO:0016021,GO:0034599,SO:0000704
YBR015C	MNN2	MNN2,CRV4,LDB8,TTP1	GO:0000026,GO:0005794,GO:0006486,SO:0000704
YBR016W	YBR016W	-	GO:0003674,GO:0005886,GO:0008150,GO:0033101,GO:0070250,SO:0000704
YBR017C	KAP104	KAP104	GO:0005829,GO:0005934,GO:0005935,GO:0006606,GO:0006606,GO:0006606,GO:0006606,GO:0006606,GO:0008139,GO:0010458,SO:0000704
YBR018C	GAL7	GAL7	GO:0005737,GO:0008108,GO:0008108,GO:0033499,GO:0033499,SO:0000704
YBR019C	GAL10	GAL10	GO:0003978,GO:0003978,GO:0004034,GO:0005829,GO:0033499,GO:0033499,SO:0000704
YBR020W	GAL1	GAL1,galactokinase	GO:0000411,GO:0004335,GO:0004335,GO:0005737,GO:0033499,GO:0033499,GO:0046835,SO:0000704
YBR021W	FUR4	FUR4	GO:0000324,GO:0005886,GO:0015505,GO:0015857,GO:0032126,GO:0055085,GO:0071944,SO:0000704
YBR022W	POA1	POA1	GO:0005575,GO:0006388,GO:0016791,GO:0016791,GO:0047407,SO:0000704
YBR023C	CHS3	CHS3,CAL1,CSD2,DIT101,KTI2	GO:0000131,GO:0000131,GO:0000131,GO:0004100,GO:0005628,GO:0005737,GO:0005783,GO:0005935,GO:0005935,GO:0030476,GO:0034221,GO:0043332,GO:0045009,GO:0097271,SO:0000704
YBR024W	SCO2	SCO2	GO:0005507,GO:0005739,GO:0005739,GO:0031966,GO:0034599,GO:0045454,SO:0000704
YBR025C	OLA1	OLA1	GO:0005737,GO:0010494,GO:0016887,GO:1900036,SO:0000704
YBR026C	ETR1	ETR1,MRF1,MRF1'	GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0006633,GO:0009060,GO:0016631,SO:0000704
YBR027C	YBR027C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBR028C	YPK3	YPK3	GO:0004674,GO:0004674,GO:0004674,GO:0005737,GO:0005737,GO:0018105,GO:0018105,GO:0018105,GO:0018105,GO:0046777,GO:0046777,SO:0000704
YBR029C	CDS1	CDS1,CDG1	GO:0004605,GO:0005783,GO:0005783,GO:0005783,GO:0006658,GO:0016024,GO:0046488,GO:0046488,GO:0070319,SO:0000704
YBR030W	RKM3	RKM3	GO:0005634,GO:0005634,GO:0005829,GO:0016279,GO:0016279,GO:0018026,GO:0018026,GO:0018026,SO:0000704
YBR031W	RPL4A	RPL4A,L2A,L4,L4A,YL2,rp2,uL4	GO:0002181,GO:0003735,GO:0022625,SO:0000704
YBR032W	YBR032W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBR033W	EDS1	EDS1	GO:0005575,GO:0008150,GO:0043565,SO:0000704
YBR034C	HMT1	HMT1,HCP1,ODP1,RMT1	GO:0005634,GO:0006406,GO:0018216,GO:0018216,GO:0018216,GO:0018216,GO:0018216,GO:0018216,GO:0032968,GO:0035241,GO:0035241,GO:0035242,GO:0035242,GO:0046656,GO:0060567,SO:0000704
YBR035C	PDX3	PDX3	GO:0004733,GO:0004733,GO:0005758,GO:0009443,GO:0010181,SO:0000704
YBR036C	CSG2	CSG2,CLS2	GO:0000324,GO:0005783,GO:0006688,GO:0006874,GO:0030176,GO:0030234,SO:0000704
YBR037C	SCO1	SCO1,PET161	GO:0005507,GO:0005739,GO:0005739,GO:0005743,GO:0033617,GO:0034599,GO:0045454,SO:0000704
YBR038W	CHS2	CHS2	GO:0004100,GO:0005935,GO:0005935,GO:0006031,GO:1902406,SO:0000704
YBR039W	ATP3	ATP3	GO:0005739,GO:0005739,GO:0005756,GO:0005756,GO:0015986,GO:0015986,GO:0016887,GO:0046933,GO:0046961,SO:0000704
YBR040W	FIG1	FIG1	GO:0000324,GO:0000753,GO:0000755,GO:0003674,GO:0009277,GO:0043332,SO:0000704
YBR041W	FAT1	FAT1	GO:0000038,GO:0000038,GO:0000329,GO:0005324,GO:0005777,GO:0005783,GO:0005811,GO:0005811,GO:0006515,GO:0031235,GO:0031957,GO:0044539,GO:0044539,GO:0044539,GO:0071944,SO:0000704
YBR042C	CST26	CST26,PSI1	GO:0005811,GO:0016746,GO:0016746,GO:0036149,GO:0036149,SO:0000704
YBR043C	QDR3	QDR3,AQR2	GO:0005886,GO:0010509,GO:0015203,GO:0015562,GO:0030476,GO:0055085,GO:0071944,SO:0000704
YBR044C	TCM62	TCM62	GO:0005739,GO:0005739,GO:0005743,GO:0034553,GO:0051082,GO:0051131,SO:0000704
YBR045C	GIP1	GIP1	GO:0000164,GO:0005628,GO:0008157,GO:0019888,GO:0030476,GO:0043666,SO:0000704
YBR046C	ZTA1	ZTA1	GO:0003960,GO:0005634,GO:0005737,GO:0032440,GO:0034599,GO:0035925,GO:0035925,SO:0000704
YBR047W	FMP23	FMP23	GO:0003674,GO:0005739,GO:0005739,GO:0005739,GO:0008150,SO:0000704
YBR048W	RPS11B	RPS11B,S11B,S17,S18B,YS12,rp41B,uS17	GO:0000028,GO:0000462,GO:0002181,GO:0003735,GO:0022627,GO:0030686,SO:0000704
YBR049C	REB1	REB1,EBF1,GRF2	GO:0001174,GO:0001174,GO:0005654,GO:0006357,GO:0006363,GO:0006369,GO:0043565,GO:0043565,SO:0000704
YBR050C	REG2	REG2	GO:0000164,GO:0019888,GO:0043666,SO:0000704
YBR051W	YBR051W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBR052C	RFS1	RFS1	GO:0003674,GO:0005737,GO:0005737,GO:0008150,GO:0032126,SO:0000704
YBR053C	YBR053C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBR054W	YRO2	YRO2	GO:0003674,GO:0005739,GO:0005739,GO:0005783,GO:0005886,GO:0005933,GO:0008150,SO:0000704
YBR055C	PRP6	PRP6,RNA6,TSM7269	GO:0000398,GO:0003674,GO:0046540,GO:0046540,GO:0046540,GO:0071001,GO:0071001,SO:0000704
YBR056W	MRX18	MRX18	GO:0003674,GO:0005737,GO:0005758,GO:0005829,GO:0008150,SO:0000704
YBR056W-A	MNC1	MNC1	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBR056C-B	YBR056C-B	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBR057C	MUM2	MUM2,SPOT8	GO:0005515,GO:0005737,GO:0006279,GO:0036396,GO:0036396,GO:0051321,GO:0080009,GO:0080009,GO:2000221,SO:0000704
YBR058C	UBP14	UBP14,GID6	GO:0004843,GO:0005737,GO:0043161,GO:0045721,SO:0000704
YBR058C-A	TSC3	TSC3	GO:0005783,GO:0006666,GO:0008047,GO:0008047,GO:0035339,GO:0090154,GO:0090154,SO:0000704
YBR059C	AKL1	AKL1	GO:0004672,GO:0004674,GO:0004674,GO:0004674,GO:0005628,GO:0005737,GO:0005935,GO:0005935,GO:0006468,GO:0006468,GO:0018107,GO:0018107,GO:0018107,GO:0018107,GO:0018107,GO:0046777,GO:0046777,GO:0071944,GO:1900186,GO:1900186,GO:1900186,SO:0000704
YBR060C	ORC2	ORC2,RRR1,SIR5	GO:0003682,GO:0003682,GO:0003688,GO:0003688,GO:0005656,GO:0005656,GO:0005664,GO:0005664,GO:0006267,GO:0006270,GO:0006270,GO:0006270,GO:0030466,GO:0031261,GO:0031509,GO:0051568,SO:0000704
YBR061C	TRM7	TRM7	GO:0002128,GO:0002130,GO:0002130,GO:0002181,GO:0005737,GO:0106050,SO:0000704
YBR062C	YBR062C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBR063C	CNM1	CNM1	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBR064W	YBR064W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBR065C	ECM2	ECM2,SLT11	GO:0000398,GO:0003674,GO:0005634,SO:0000704
YBR066C	NRG2	NRG2	GO:0000122,GO:0000122,GO:0000433,GO:0000433,GO:0005634,GO:0043565,GO:0043709,GO:1900464,GO:2000221,SO:0000704
YBR067C	TIP1	TIP1	GO:0005199,GO:0005829,GO:0009277,GO:0009277,GO:0016298,GO:0031505,GO:0071944,SO:0000704
YBR068C	BAP2	BAP2	GO:0005783,GO:0005886,GO:0006865,GO:0015171,GO:0055085,SO:0000704
YBR069C	TAT1	TAT1,TAP1,VAP1	GO:0005783,GO:0005886,GO:0006865,GO:0015171,GO:0015827,GO:0015828,GO:0022893,GO:0055085,GO:0071944,SO:0000704
YBR070C	ALG14	ALG14	GO:0004577,GO:0004577,GO:0004577,GO:0006488,GO:0006488,GO:0006488,GO:0006488,GO:0030176,GO:0031227,GO:0042175,GO:0043495,GO:0043495,GO:0043541,GO:0043541,SO:0000704
YBR071W	YBR071W	-	GO:0003674,GO:0005737,GO:0005737,GO:0005737,GO:0005935,GO:0008150,SO:0000704
YBR072W	HSP26	HSP26	GO:0003729,GO:0005634,GO:0005737,GO:0005737,GO:0005739,GO:0006457,GO:0010494,GO:0010494,GO:0034605,GO:0051082,SO:0000704
YBR072C-A	YBR072C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBR073W	RDH54	RDH54,TID1	GO:0003690,GO:0003690,GO:0005634,GO:0006281,GO:0006310,GO:0007131,GO:0007131,GO:0008094,GO:0008094,GO:0015616,GO:0030491,GO:0032392,GO:0032392,GO:0032392,GO:0032508,GO:0032508,GO:0045144,SO:0000704
YBR074W	PFF1	PFF1,YBR075W	GO:0000329,GO:0000329,GO:0000329,GO:0003674,GO:0008150,SO:0000704
YBR076W	ECM8	ECM8	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBR076C-A	YBR076C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBR077C	SLM4	SLM4,EGO3,GSE1,NIR1	GO:0000329,GO:0000329,GO:0000329,GO:0000329,GO:0003674,GO:0005737,GO:0007165,GO:0016237,GO:0031902,GO:0071986,GO:0071986,SO:0000704
YBR078W	ECM33	ECM33	GO:0003674,GO:0005739,GO:0005739,GO:0005739,GO:0005783,GO:0005886,GO:0005886,GO:0009277,GO:0031505,SO:0000704
YBR079C	RPG1	RPG1,TIF32	GO:0000131,GO:0002188,GO:0003729,GO:0003743,GO:0005737,GO:0005737,GO:0005852,GO:0005852,GO:0006413,GO:0010494,GO:0010494,GO:0043614,SO:0000704
YBR080C	SEC18	SEC18,ANU4	GO:0000045,GO:0000149,GO:0005794,GO:0005829,GO:0006888,GO:0016236,GO:0016887,GO:0035494,GO:0035494,GO:0042144,GO:0042144,GO:0043001,GO:0043332,GO:0048219,GO:0048219,GO:0048280,GO:0070300,SO:0000704
YBR081C	SPT7	SPT7,GIT2	GO:0000124,GO:0000124,GO:0000747,GO:0005198,GO:0005198,GO:0005739,GO:0005739,GO:0006325,GO:0016573,GO:0034622,GO:0034622,GO:0046695,SO:0000704
YBR082C	UBC4	UBC4	GO:0000209,GO:0000209,GO:0000209,GO:0004842,GO:0005634,GO:0005737,GO:0006513,GO:0016567,GO:0030674,GO:0043130,GO:0043130,GO:0043162,GO:0070628,GO:0071629,GO:0072671,SO:0000704
YBR083W	TEC1	TEC1,ROC1	GO:0000978,GO:0001228,GO:0001228,GO:0001228,GO:0001403,GO:0005634,GO:0007124,GO:0007124,GO:0007124,GO:0010527,GO:0036003,GO:0043565,GO:1990527,GO:2000222,SO:0000704
YBR084W	MIS1	MIS1	GO:0004329,GO:0004477,GO:0004488,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0006139,GO:0046656,SO:0000704
YBR084C-A	RPL19A	RPL19A,L19A,L19e,L23A,YL14,eL19,rpl5L	GO:0002181,GO:0003735,GO:0022625,SO:0000704
YBR085W	AAC3	AAC3,ANC3	GO:0005471,GO:0005739,GO:0005743,GO:0009061,GO:0009061,GO:0015886,GO:0055085,SO:0000704
YBR085C-A	YBR085C-A	-	GO:0003674,GO:0005634,GO:0005737,GO:0008150,SO:0000704
YBR086C	IST2	IST2	GO:0005886,GO:0005886,GO:0008289,GO:0032541,GO:0033101,GO:0033101,GO:0060304,GO:0071944,GO:0072659,GO:0090158,SO:0000704
YBR087W	RFC5	RFC5	GO:0003689,GO:0003689,GO:0005663,GO:0005663,GO:0006272,GO:0007062,GO:0031389,GO:0031389,GO:0031390,GO:0031391,GO:0031391,SO:0000704
YBR088C	POL30	POL30,PCNA	GO:0000278,GO:0000710,GO:0000710,GO:0005634,GO:0005657,GO:0006272,GO:0006273,GO:0006273,GO:0006289,GO:0006298,GO:0006298,GO:0006298,GO:0006298,GO:0006301,GO:0006301,GO:0007064,GO:0007064,GO:0030337,GO:0030337,GO:0030466,GO:0030466,GO:0031509,GO:0034087,GO:0035753,GO:0035753,GO:0043626,GO:0070987,GO:1902394,GO:1903022,GO:1905779,SO:0000704
YBR089W	YBR089W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YBR089C-A	NHP6B	NHP6B,YBR090C-A	GO:0001195,GO:0005634,GO:0006338,GO:0006366,GO:0008301,GO:0043565,GO:0070898,GO:0070898,SO:0000704
YBR090C	YBR090C	-	GO:0003674,GO:0005634,GO:0005737,GO:0008150,SO:0000704
YBR091C	TIM12	TIM12,MRS5	GO:0005543,GO:0005543,GO:0005739,GO:0005739,GO:0008320,GO:0008320,GO:0008320,GO:0008320,GO:0042721,GO:0045039,GO:0045039,GO:0045039,SO:0000704
YBR092C	PHO3	PHO3,phoC	GO:0003993,GO:0005783,GO:0006796,GO:0030287,GO:0042723,SO:0000704
YBR093C	PHO5	PHO5,phoE	GO:0003993,GO:0006796,GO:0006797,GO:0008361,GO:0009277,GO:0016036,GO:0017111,GO:0017111,GO:0047429,GO:0047429,GO:0071944,SO:0000704
YBR094W	PBY1	PBY1	GO:0000932,GO:0003674,GO:0005737,GO:0005737,GO:0008150,SO:0000704
YBR095C	RXT2	RXT2,RAF60	GO:0000122,GO:0000747,GO:0001403,GO:0004407,GO:0005634,GO:0005634,GO:0005829,GO:0033698,GO:0033698,GO:0033698,GO:0033698,GO:0061186,GO:0061188,GO:0061587,GO:0070210,GO:2000219,SO:0000704
YBR096W	YBR096W	-	GO:0003674,GO:0005783,GO:0008150,SO:0000704
YBR097W	VPS15	VPS15,GRD8,VAC4,VPL19,VPS40,VPT15	GO:0000011,GO:0000329,GO:0004674,GO:0005739,GO:0005739,GO:0006468,GO:0006623,GO:0016236,GO:0016236,GO:0030242,GO:0032968,GO:0034271,GO:0034272,GO:0043130,GO:0045053,GO:0045324,GO:0048017,GO:0071561,GO:0120095,SO:0000704
