SGDID	GeneID	Alias	GO Term
YOR376W	YOR376W	-	GO:0003674,GO:0008150,GO:0016021,SO:0000704
YOR376W-A	YOR376W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR377W	ATF1	ATF1	GO:0004026,GO:0005783,GO:0005811,GO:1901089,GO:1901089,GO:1901089,SO:0000704
YOR378W	AMF1	AMF1	GO:0005886,GO:0008519,GO:0071944,GO:0072488,SO:0000704
YOR379C	YOR379C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR380W	RDR1	RDR1	GO:0003700,GO:0005634,GO:0009410,GO:0043565,SO:0000704
YOR381W	FRE3	FRE3	GO:0000293,GO:0000293,GO:0000324,GO:0005886,GO:0006879,GO:0006879,GO:0015891,SO:0000704
YOR381W-A	YOR381W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR382W	FIT2	FIT2	GO:0000324,GO:0003674,GO:0009277,GO:0015891,GO:0071944,SO:0000704
YOR383C	FIT3	FIT3	GO:0000324,GO:0003674,GO:0009277,GO:0015891,GO:0071944,SO:0000704
YOR384W	FRE5	FRE5	GO:0000293,GO:0005739,GO:0005739,GO:0008150,SO:0000704
YOR385W	YOR385W	-	GO:0003674,GO:0005737,GO:0008150,SO:0000704
YOR386W	PHR1	PHR1	GO:0000719,GO:0003729,GO:0003904,GO:0005634,GO:0005737,GO:0005739,GO:0005739,SO:0000704
YOR387C	YOR387C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR388C	FDH1	FDH1	GO:0005829,GO:0008863,GO:0042183,SO:0000704
YOR389W	YOR389W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR390W	FEX1	FEX1	GO:0005886,GO:0071944,GO:1903424,GO:1903424,GO:1903424,GO:1903425,SO:0000704
YOR391C	HSP33	HSP33	GO:0005575,GO:0031669,GO:0044183,GO:0061077,SO:0000704
YOR392W	YOR392W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR393W	ERR1	ERR1	GO:0004634,GO:0005575,GO:0008150,SO:0000704
YOR394W	PAU21	PAU21	GO:0003674,GO:0005829,GO:0008150,SO:0000704
YOR394C-A	YOR394C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR396W	YRF1-8	YRF1-8	GO:0004386,GO:0005575,GO:0008150,SO:0000704
YOR396C-A	YOR396C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YPL283C	YRF1-7	YRF1-7,YRF1	GO:0000722,GO:0003678,GO:0005739,GO:0005739,SO:0000704
YPL283W-B	YPL283W-B	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YPL283W-A	YPL283W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YPL282C	PAU22	PAU22	GO:0000324,GO:0003674,GO:0008150,SO:0000704
YPL281C	ERR2	ERR2	GO:0004634,GO:0004634,GO:0004634,GO:0005575,GO:0008150,SO:0000704
YPL280W	HSP32	HSP32	GO:0000932,GO:0010494,GO:0010494,GO:0031669,GO:0044183,GO:0051596,GO:0061077,SO:0000704
YPL279C	FEX2	FEX2	GO:0005886,GO:0071944,GO:1903424,GO:1903424,GO:1903424,GO:1903425,SO:0000704
YPL278C	YPL278C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YPL277C	YPL277C	-	GO:0003674,GO:0008150,GO:0016020,SO:0000704
YPL274W	SAM3	SAM3	GO:0000095,GO:0005783,GO:0005886,GO:0005886,GO:0015489,GO:0015489,GO:0015606,GO:0015606,GO:0015805,GO:0015847,GO:0015847,GO:0015848,GO:0015848,SO:0000704
YPL273W	SAM4	SAM4	GO:0005634,GO:0005737,GO:0008898,GO:0019284,GO:0046498,GO:0050667,SO:0000704
YPL272C	PBI1	PBI1	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YPL271W	ATP15	ATP15,ATPEPSILON	GO:0005739,GO:0005739,GO:0005756,GO:0005756,GO:0015986,GO:0015986,GO:0016887,GO:0016887,GO:0045261,GO:0046933,GO:0046933,SO:0000704
YPL270W	MDL2	MDL2	GO:0005739,GO:0005739,GO:0005743,GO:0005774,GO:0015421,GO:0070301,GO:0090374,SO:0000704
YPL269W	KAR9	KAR9	GO:0000776,GO:0003674,GO:0005634,GO:0005737,GO:0005816,GO:0005881,GO:0005938,GO:0030473,GO:0031578,GO:0043332,GO:0051293,SO:0000704
YPL268W	PLC1	PLC1	GO:0000775,GO:0000775,GO:0000776,GO:0001402,GO:0001402,GO:0004435,GO:0004435,GO:0004435,GO:0004435,GO:0009395,GO:0009395,GO:0032958,GO:0034501,SO:0000704
YPL267W	ACM1	ACM1	GO:0005634,GO:0005737,GO:0055105,GO:0055105,GO:0055105,GO:0055105,GO:0055105,GO:0055105,GO:1904667,GO:1904667,GO:1904667,GO:1904667,GO:1904667,GO:1904667,GO:1904667,GO:1904667,GO:1904667,SO:0000704
YPL266W	DIM1	DIM1,CDH1	GO:0000154,GO:0000179,GO:0000462,GO:0030686,GO:0030688,SO:0000704
YPL265W	DIP5	DIP5	GO:0000324,GO:0000329,GO:0005310,GO:0005886,GO:0006865,GO:0071944,SO:0000704
YPL264C	YPL264C	-	GO:0003674,GO:0005783,GO:0008150,GO:0016021,SO:0000704
YPL263C	KEL3	KEL3	GO:0003674,GO:0005737,GO:0008150,SO:0000704
YPL262W	FUM1	FUM1	GO:0004333,GO:0005634,GO:0005739,GO:0005739,GO:0005739,GO:0005759,GO:0005829,GO:0006099,GO:0006106,SO:0000704
YPL261C	YPL261C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YPL260W	CUB1	CUB1	GO:0003674,GO:0005634,GO:0005737,GO:0008150,SO:0000704
YPL259C	APM1	APM1,YAP54	GO:0003674,GO:0006896,GO:0030121,SO:0000704
YPL258C	THI21	THI21	GO:0005575,GO:0008902,GO:0008902,GO:0008972,GO:0008972,GO:0008972,GO:0009228,SO:0000704
YPL257W	YPL257W	-	GO:0005575,GO:0008150,SO:0000704
YPL256C	CLN2	CLN2	GO:0000079,GO:0000079,GO:0000079,GO:0000307,GO:0000321,GO:0005634,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0005737,GO:0005737,GO:0005737,GO:0007089,GO:0007089,GO:0007089,GO:0016538,GO:0016538,GO:0016538,SO:0000704
YPL255W	BBP1	BBP1	GO:0005198,GO:0005823,GO:0030474,GO:0030474,GO:0071988,GO:0071988,SO:0000704
YPL254W	HFI1	HFI1,ADA1,GAN1,SRM12,SUP110	GO:0000124,GO:0003712,GO:0003713,GO:0005671,GO:0006325,GO:0006366,GO:0016573,GO:0046695,SO:0000704
YPL253C	VIK1	VIK1	GO:0005816,GO:0005816,GO:0005871,GO:0007017,GO:0007017,GO:0007064,GO:0007064,GO:0008017,SO:0000704
YPL252C	YAH1	YAH1,adrenodoxin	GO:0005759,GO:0006744,GO:0006744,GO:0006784,GO:0006784,GO:0016226,GO:0016653,GO:0016653,SO:0000704
YPL251W	YPL251W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YPL250C	ATG41	ATG41,ICY2	GO:0000045,GO:0000422,GO:0003674,GO:0005575,GO:0016236,GO:0032258,SO:0000704
YPL249C-A	RPL36B	RPL36B,L36B,L36e,L39,YL39,eL36	GO:0002181,GO:0003723,GO:0003735,GO:0022625,SO:0000704
YPL250W-A	YPL250W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YPL249C	GYP5	GYP5	GO:0000131,GO:0005096,GO:0005096,GO:0005096,GO:0005737,GO:0005798,GO:0005829,GO:0005829,GO:0005886,GO:0005934,GO:0005934,GO:0005934,GO:0005935,GO:0005935,GO:0005935,GO:0006888,GO:0016192,SO:0000704
YPL248C	GAL4	GAL4,GAL81	GO:0000435,GO:0000435,GO:0000978,GO:0000981,GO:0000981,GO:0000981,GO:0001228,GO:0001228,GO:0005634,GO:0006012,GO:0061629,GO:0061629,SO:0000704
YPL247C	YPL247C	-	GO:0003674,GO:0005634,GO:0005737,GO:0008150,SO:0000704
YPL246C	RBD2	RBD2	GO:0003674,GO:0005794,GO:0008150,GO:0030137,GO:0034399,SO:0000704
YPL245W	YPL245W	-	GO:0003674,GO:0005634,GO:0005737,GO:0008150,SO:0000704
YPL244C	HUT1	HUT1	GO:0005459,GO:0005783,GO:0015786,GO:0015786,GO:0072334,SO:0000704
YPL243W	SRP68	SRP68	GO:0003674,GO:0005737,GO:0005786,GO:0006614,GO:0034399,SO:0000704
YPL242C	IQG1	IQG1,CYK1	GO:0000142,GO:0000142,GO:0000142,GO:0000142,GO:0005516,GO:0005737,GO:0005935,GO:0005935,GO:0032027,GO:0032033,GO:0032038,GO:0051015,GO:0051015,GO:0051015,GO:0051015,GO:0072741,GO:0120155,GO:0120155,GO:1903471,GO:1903471,GO:1903471,GO:1903471,GO:1903475,GO:1903475,GO:1903479,GO:1903479,GO:1903479,SO:0000704
YPL241C	CIN2	CIN2	GO:0005096,GO:0005575,GO:0006457,GO:0007021,GO:0007021,SO:0000704
YPL240C	HSP82	HSP82,HSP90	GO:0000492,GO:0005634,GO:0005737,GO:0005737,GO:0005737,GO:0005737,GO:0006458,GO:0006458,GO:0006626,GO:0006970,GO:0016887,GO:0016887,GO:0032212,GO:0032212,GO:0042026,GO:0043248,GO:0043248,GO:0051082,GO:0051604,SO:0000704
YPL239W	YAR1	YAR1	GO:0000056,GO:0000056,GO:0005634,GO:0005634,GO:0005737,GO:0006970,GO:0032880,GO:0032880,GO:0034599,GO:0042274,GO:0042274,GO:0051082,GO:0051082,SO:0000704
YPL238C	YPL238C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YPL237W	SUI3	SUI3,eIF2beta,eIF2beta	GO:0001731,GO:0001731,GO:0003729,GO:0003743,GO:0005525,GO:0005525,GO:0005850,GO:0005850,GO:0016282,GO:0031369,GO:0031369,GO:0031369,GO:0031369,GO:0031369,GO:0031369,GO:0043614,GO:0043614,GO:1990856,SO:0000704
YPL236C	ENV7	ENV7	GO:0000329,GO:0000329,GO:0004674,GO:0004674,GO:0006624,GO:0032889,SO:0000704
YPL235W	RVB2	RVB2,TIH2,TIP48,TIP49B	GO:0000492,GO:0000492,GO:0000812,GO:0000812,GO:0000812,GO:0005634,GO:0006338,GO:0006357,GO:0006364,GO:0031011,GO:0031011,GO:0043138,GO:0043138,GO:0043139,GO:0043486,GO:0070209,GO:0097255,GO:0097255,SO:0000704
YPL234C	VMA11	VMA11,CLS9,TFP3	GO:0000220,GO:0000220,GO:0000324,GO:0000329,GO:0007035,GO:0007035,GO:0016021,GO:0046961,GO:0046961,GO:0071944,SO:0000704
YPL233W	NSL1	NSL1	GO:0000776,GO:0000818,GO:0000922,GO:0003674,GO:0007059,SO:0000704
YPL232W	SSO1	SSO1,syntaxin	GO:0000329,GO:0005484,GO:0005484,GO:0005484,GO:0005546,GO:0005628,GO:0005628,GO:0005886,GO:0005886,GO:0005886,GO:0006906,GO:0030437,GO:0031201,GO:0031321,GO:0031321,GO:0031321,GO:0043325,GO:0070300,GO:0071944,GO:0080025,SO:0000704
YPL231W	FAS2	FAS2	GO:0004312,GO:0004315,GO:0004316,GO:0005739,GO:0005739,GO:0005829,GO:0005829,GO:0005835,GO:0008897,GO:0042759,SO:0000704
YPL230W	USV1	USV1,NSF1	GO:0000436,GO:0005634,GO:0005634,GO:0006357,GO:0043565,GO:0043565,SO:0000704
YPL229W	YPL229W	-	GO:0003674,GO:0005737,GO:0008150,SO:0000704
YPL228W	CET1	CET1,CES5	GO:0004651,GO:0004651,GO:0006370,GO:0031533,GO:0031533,GO:0032968,GO:0098501,GO:1900182,SO:0000704
YPL227C	ALG5	ALG5	GO:0004581,GO:0005789,GO:0006487,SO:0000704
YPL226W	NEW1	NEW1	GO:0003729,GO:0005737,GO:0005737,GO:0005739,GO:0005739,GO:0005844,GO:0006449,GO:0008079,GO:0016973,GO:0042274,GO:0043022,SO:0000704
YPL225W	YPL225W	-	GO:0003674,GO:0005737,GO:0005737,GO:0008150,SO:0000704
YPL224C	MMT2	MMT2,MFT2	GO:0003674,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0006879,GO:0006879,SO:0000704
YPL223C	GRE1	GRE1	GO:0003674,GO:0005737,GO:0005737,GO:0008150,SO:0000704
YPL222W	FMP40	FMP40	GO:0005739,GO:0005739,GO:0005739,GO:0005739,SO:0000704
YPL222C-A	YPL222C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YPL221W	FLC1	FLC1	GO:0000324,GO:0005783,GO:0005935,GO:0006457,GO:0009272,GO:0015230,GO:0015883,GO:0030148,SO:0000704
YPL220W	RPL1A	RPL1A,L1,L1A,PUB2,SSM1,uL1	GO:0000055,GO:0002181,GO:0003735,GO:0022625,SO:0000704
YPL219W	PCL8	PCL8	GO:0000307,GO:0016538,GO:0045719,GO:0045719,SO:0000704
YPL218W	SAR1	SAR1	GO:0000266,GO:0003400,GO:0003400,GO:0003924,GO:0003924,GO:0006998,GO:0007006,GO:0016050,GO:0030127,GO:0044233,GO:0061024,GO:0070971,SO:0000704
YPL217C	BMS1	BMS1	GO:0000472,GO:0000480,GO:0003729,GO:0003924,GO:0003924,GO:0005525,GO:0005525,GO:0005525,GO:0005634,GO:0005730,GO:0005730,GO:0005737,GO:0005739,GO:0005739,GO:0030686,GO:0030686,GO:0034511,SO:0000704
YPL216W	YPL216W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YPL215W	CBP3	CBP3	GO:0000329,GO:0003729,GO:0005739,GO:0005739,GO:0005739,GO:0005761,GO:0032592,GO:0034551,GO:0034551,GO:0043022,GO:0043022,GO:0061671,GO:0070131,SO:0000704
YPL214C	THI6	THI6	GO:0004417,GO:0004789,GO:0005737,GO:0005737,GO:0005829,GO:0009228,SO:0000704
YPL213W	LEA1	LEA1	GO:0000398,GO:0003674,GO:0005686,GO:0005686,GO:0005737,GO:0071004,SO:0000704
YPL212C	PUS1	PUS1	GO:0003729,GO:0005634,GO:0009982,GO:0031119,GO:0031120,GO:1990481,GO:1990481,SO:0000704
YPL211W	NIP7	NIP7	GO:0000463,GO:0003674,GO:0005634,GO:0005634,GO:0005730,GO:0005737,GO:0030687,GO:0030687,GO:0030687,GO:0042273,GO:1902626,SO:0000704
YPL210C	SRP72	SRP72	GO:0005786,GO:0006614,SO:0000704
YPL209C	IPL1	IPL1,PAC15	GO:0000776,GO:0000776,GO:0004672,GO:0004672,GO:0004672,GO:0004672,GO:0004672,GO:0005634,GO:0005737,GO:0005819,GO:0005828,GO:0005874,GO:0005876,GO:0005876,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0007059,GO:0008608,GO:0018105,GO:0032133,GO:0032465,GO:0044774,GO:0045143,GO:0045144,GO:0045144,GO:0051228,GO:0051233,GO:0090266,GO:1901673,GO:1901925,SO:0000704
YPL208W	RKM1	RKM1	GO:0005634,GO:0005737,GO:0016279,GO:0016279,GO:0018026,GO:0018027,GO:0018027,SO:0000704
YPL207W	TYW1	TYW1	GO:0005783,GO:0031591,GO:0031591,GO:0031591,GO:0031591,GO:1904047,SO:0000704
YPL206C	PGC1	PGC1	GO:0005739,GO:0005739,GO:0005739,GO:0005811,GO:0005811,GO:0034478,GO:0034479,GO:0034479,GO:0046475,SO:0000704
YPL205C	YPL205C	-	GO:0003674,GO:0005575,GO:0030437,GO:0045944,SO:0000704
YPL204W	HRR25	HRR25,KTI14	GO:0000407,GO:0000775,GO:0002098,GO:0004672,GO:0004674,GO:0004674,GO:0004674,GO:0004674,GO:0004713,GO:0005634,GO:0005737,GO:0005777,GO:0005794,GO:0005816,GO:0005829,GO:0005886,GO:0005934,GO:0005934,GO:0005935,GO:0005935,GO:0005935,GO:0006281,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0006468,GO:0018108,GO:0030242,GO:0030688,GO:0032880,GO:0033551,GO:0033551,GO:0033551,GO:0038083,GO:0042273,GO:0042274,GO:0042274,GO:0042274,GO:0051455,GO:0060628,GO:0060628,GO:0106214,GO:2000370,GO:2000785,GO:2001159,GO:2001159,SO:0000704
YPL203W	TPK2	TPK2,PKA2,PKA3,YKR1	GO:0000785,GO:0000932,GO:0001403,GO:0004672,GO:0004691,GO:0004691,GO:0004691,GO:0005634,GO:0005634,GO:0005634,GO:0005829,GO:0005952,GO:0005952,GO:0005952,GO:0006468,GO:0006468,GO:0007265,GO:0007265,GO:0010607,GO:0010737,GO:0031369,GO:2000766,SO:0000704
YPL202C	AFT2	AFT2	GO:0000978,GO:0000981,GO:0001228,GO:0005634,GO:0005739,GO:0005739,GO:0006879,GO:0032048,GO:0034599,GO:0036086,GO:0045944,GO:0045944,GO:0051536,GO:2000185,SO:0000704
YPL201C	YIG1	YIG1	GO:0003674,GO:0005634,GO:0005829,GO:0006114,SO:0000704
YPL200W	CSM4	CSM4	GO:0000781,GO:0005640,GO:0005789,GO:0007129,GO:0010520,GO:0010520,GO:0034993,GO:0045132,GO:0045141,GO:0045141,GO:0045141,GO:0140444,SO:0000704
YPL199C	YPL199C	-	GO:0003674,GO:0005737,GO:0070481,GO:0071944,SO:0000704
YPL198W	RPL7B	RPL7B,L30,L6B,L7B,YL8,rp11,uL30	GO:0000470,GO:0002181,GO:0003735,GO:0005730,GO:0005737,GO:0022625,GO:0042273,SO:0000704
YPL197C	YPL197C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YPL196W	OXR1	OXR1	GO:0003674,GO:0005739,GO:0034599,SO:0000704
YPL195W	APL5	APL5,YKS4	GO:0005515,GO:0006623,GO:0006896,GO:0030123,SO:0000704
YPL194W	DDC1	DDC1	GO:0000725,GO:0000725,GO:0000794,GO:0005634,GO:0007095,GO:0030295,GO:0030896,GO:0030896,GO:0030896,GO:0031571,GO:0031573,GO:0032147,GO:0051321,GO:0051598,SO:0000704
YPL193W	RSA1	RSA1	GO:0000027,GO:0000492,GO:0003674,GO:0005654,SO:0000704
YPL192C	PRM3	PRM3	GO:0000742,GO:0000742,GO:0003674,GO:0005635,GO:0005635,GO:0005816,GO:0031316,GO:0034399,GO:0048288,SO:0000704
YPL191C	YPL191C	-	GO:0005737,GO:0005783,GO:0071108,GO:0071944,GO:1990380,SO:0000704
YPL190C	NAB3	NAB3,HMD1	GO:0001068,GO:0003723,GO:0003723,GO:0003729,GO:0005634,GO:0005737,GO:0030847,GO:0031124,GO:0031126,GO:0034472,GO:0035649,GO:0042780,GO:0071028,GO:0071034,GO:0071041,GO:0071041,SO:0000704
YPL189C-A	COA2	COA2	GO:0003674,GO:0005759,GO:0033617,GO:0033617,SO:0000704
YPL189W	GUP2	GUP2	GO:0005783,GO:0008374,GO:0015793,GO:0016020,SO:0000704
YPL188W	POS5	POS5	GO:0005739,GO:0005739,GO:0005759,GO:0006741,GO:0016226,GO:0034599,GO:0042736,SO:0000704
YPL187W	MF%28ALPHA%291	MF%28ALPHA%291	GO:0000750,GO:0000772,GO:0000772,GO:0005576,GO:1903135,SO:0000704
YPL186C	UIP4	UIP4	GO:0003674,GO:0005635,GO:0005741,GO:0005783,GO:0005783,GO:0008150,SO:0000704
YPL185W	YPL185W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YPL184C	MRN1	MRN1,PTR69	GO:0000398,GO:0000932,GO:0003729,GO:0005634,GO:0005737,GO:0005737,GO:0006338,GO:0010494,SO:0000704
YPL183W-A	RTC6	RTC6,TAE4,bL36m	GO:0003735,GO:0005762,GO:0032543,GO:0042254,GO:0042254,SO:0000704
YPL183C	RTT10	RTT10,ERE2,TRM734	GO:0002130,GO:0002130,GO:0003674,GO:0005737,GO:0005737,GO:0005768,GO:0032456,SO:0000704
YPL182C	YPL182C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YPL181W	CTI6	CTI6,RXT1	GO:0030174,GO:0033698,GO:0033698,GO:0033698,GO:0033698,GO:0035064,GO:0045893,GO:0061186,GO:0061188,GO:0070210,SO:0000704
YPL180W	TCO89	TCO89	GO:0000306,GO:0000329,GO:0000329,GO:0000329,GO:0000329,GO:0001558,GO:0003674,GO:0006071,GO:0009651,GO:0031234,GO:0031505,GO:0031929,GO:0031931,SO:0000704
YPL179W	PPQ1	PPQ1,SAL6	GO:0004721,GO:0005737,GO:0006470,GO:0090029,SO:0000704
YPL178W	CBC2	CBC2,CBP20,MUD13,SAE1	GO:0000243,GO:0000339,GO:0000398,GO:0005846,SO:0000704
YPL177C	CUP9	CUP9	GO:0000122,GO:0000122,GO:0000122,GO:0000122,GO:0000978,GO:0000981,GO:0000981,GO:0005634,GO:0043565,GO:0061629,SO:0000704
YPL176C	TRE1	TRE1	GO:0000324,GO:0000324,GO:0003674,GO:0043328,SO:0000704
YPL175W	SPT14	SPT14,CWH6,GPI3	GO:0000506,GO:0005783,GO:0005829,GO:0006506,GO:0017176,SO:0000704
YPL174C	NIP100	NIP100,PAC13	GO:0000132,GO:0005816,GO:0005869,GO:0008017,SO:0000704
YPL173W	MRPL40	MRPL40,YmL40,uL24m	GO:0003735,GO:0003735,GO:0005739,GO:0005739,GO:0005762,GO:0005762,GO:0032543,GO:0032543,SO:0000704
YPL172C	COX10	COX10	GO:0005739,GO:0005739,GO:0006784,GO:0008495,SO:0000704
YPL171C	OYE3	OYE3,ZRG6	GO:0003959,GO:0005575,GO:0006915,SO:0000704
YPL170W	DAP1	DAP1	GO:0005768,GO:0020037,GO:0032443,GO:0032443,SO:0000704
YPL169C	MEX67	MEX67	GO:0000049,GO:0000055,GO:0000055,GO:0000055,GO:0000056,GO:0003723,GO:0003729,GO:0005634,GO:0005643,GO:0005737,GO:0006406,GO:0006409,GO:0008033,GO:0015288,GO:0016973,GO:0017070,GO:0030619,GO:0030620,GO:0030621,GO:0030623,GO:0042272,GO:0051168,GO:0055085,SO:0000704
YPL168W	MRX4	MRX4	GO:0003674,GO:0005739,GO:0008150,SO:0000704
YPL167C	REV3	REV3,PSO1	GO:0003887,GO:0005739,GO:0016035,GO:0042276,GO:0042276,GO:0042276,GO:0070987,SO:0000704
YPL166W	ATG29	ATG29	GO:0000045,GO:0000149,GO:0000407,GO:0000422,GO:0005634,GO:0005737,GO:0005737,GO:0005829,GO:0016236,GO:0034497,GO:0034727,GO:0044805,GO:1990316,SO:0000704
YPL165C	SET6	SET6	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YPL164C	MLH3	MLH3	GO:0000710,GO:0005634,GO:0006298,GO:0006298,GO:0007131,GO:0016887,GO:0097587,GO:0097587,SO:0000704
YPL163C	SVS1	SVS1	GO:0000324,GO:0003674,GO:0008150,GO:0009277,GO:0071944,SO:0000704
YPL162C	YPL162C	-	GO:0000329,GO:0003674,GO:0008150,SO:0000704
YPL161C	BEM4	BEM4,ROM7	GO:0003674,GO:0005634,GO:0005737,GO:0007266,GO:0030010,SO:0000704
YPL160W	CDC60	CDC60,LeuRS	GO:0004823,GO:0005737,GO:0006429,GO:1903432,GO:1903432,SO:0000704
YPL159C	PET20	PET20	GO:0000262,GO:0003674,GO:0005739,GO:0009060,SO:0000704
YPL158C	AIM44	AIM44,GPS1	GO:0003674,GO:0005637,GO:0005886,GO:0005886,GO:0005934,GO:0005935,GO:0005935,GO:0005935,GO:0005935,GO:0005935,GO:0032153,GO:0032174,GO:0032177,GO:0034613,GO:0045185,GO:0098841,GO:1901900,GO:1903473,GO:1990344,GO:1990344,SO:0000704
YPL157W	TGS1	TGS1	GO:0001510,GO:0005730,GO:0008033,GO:0008173,GO:0008173,GO:0017126,GO:0032210,GO:0032210,GO:0036261,GO:0051321,SO:0000704
YPL156C	PRM4	PRM4	GO:0000324,GO:0003674,GO:0008150,GO:0016021,SO:0000704
YPL155C	KIP2	KIP2	GO:0005739,GO:0005739,GO:0005816,GO:0005871,GO:0005881,GO:0007018,GO:0007026,GO:0007026,GO:0008574,GO:0008574,GO:0008574,GO:0030473,GO:0046785,GO:1903754,GO:1903754,SO:0000704
YPL154C	PEP4	PEP4,PHO9,PRA1,yscA	GO:0000324,GO:0000324,GO:0000425,GO:0005739,GO:0005739,GO:0005739,GO:0005783,GO:0006624,GO:0006914,GO:0008233,GO:0009267,GO:0016236,GO:0016237,GO:0032258,GO:0051603,SO:0000704
YPL153C	RAD53	RAD53,LSD1,MEC2,SPK1	GO:0000077,GO:0003688,GO:0004672,GO:0004712,GO:0004712,GO:0005634,GO:0005634,GO:0005829,GO:0006270,GO:0006281,GO:0006468,GO:0006468,GO:0008104,GO:0009202,GO:0042326,GO:1901857,SO:0000704
YPL152W-A	YPL152W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YPL152W	RRD2	RRD2,YPA2	GO:0000159,GO:0003755,GO:0006970,GO:0007052,GO:0019888,SO:0000704
YPL151C	PRP46	PRP46,NTC50	GO:0000398,GO:0000974,GO:0003674,GO:0005681,SO:0000704
YPL150W	YPL150W	-	GO:0004672,GO:0004672,GO:0006468,GO:0006468,GO:0036464,SO:0000704
YPL149W	ATG5	ATG5,APG5	GO:0000407,GO:0000407,GO:0000422,GO:0005634,GO:0005776,GO:0005829,GO:0005829,GO:0006501,GO:0008047,GO:0016020,GO:0016236,GO:0016236,GO:0019776,GO:0032258,GO:0034274,GO:0034727,GO:0044805,GO:0061908,GO:0061912,GO:0120095,GO:0140355,SO:0000704
YPL148C	PPT2	PPT2	GO:0005739,GO:0005739,GO:0008897,GO:0031108,SO:0000704
YPL147W	PXA1	PXA1,LPI1,PAL1,PAT2,SSH2	GO:0005777,GO:0005779,GO:0015908,GO:0042626,SO:0000704
YPL146C	NOP53	NOP53	GO:0000055,GO:0000176,GO:0000463,GO:0005634,GO:0005634,GO:0005634,GO:0005730,GO:0005730,GO:0006364,GO:0019843,SO:0000704
YPL145C	KES1	KES1,BSR3,LPI3,OSH4	GO:0000139,GO:0005546,GO:0005737,GO:0005737,GO:0005829,GO:0006665,GO:0006887,GO:0006892,GO:0006892,GO:0006897,GO:0008142,GO:0008142,GO:0008289,GO:0008289,GO:0010922,GO:0015918,GO:0015918,GO:0015918,GO:0015918,GO:0019898,GO:0030011,GO:0034727,GO:0035621,GO:0070273,GO:0070300,GO:0120015,GO:0120015,SO:0000704
YPL144W	POC4	POC4,DMP1,PBA4	GO:0003674,GO:0005634,GO:0005737,GO:0005737,GO:0043248,GO:0043248,GO:0051131,GO:0051131,GO:0051131,SO:0000704
YPL143W	RPL33A	RPL33A,GCD17,L33A,L33e,RPL37A,YL37,eL33,l37A,rp47	GO:0000027,GO:0002181,GO:0003735,GO:0006364,GO:0022625,SO:0000704
YPL142C	YPL142C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YPL141C	FRK1	FRK1	GO:0004672,GO:0004672,GO:0005737,GO:0005737,GO:0006468,SO:0000704
YPL140C	MKK2	MKK2,LPI6,SSP33	GO:0000196,GO:0004708,GO:0005737,GO:0005829,GO:0005934,GO:0005935,GO:0006468,GO:0007165,GO:0030242,GO:0043332,GO:0060237,SO:0000704
YPL139C	UME1	UME1,WTM3	GO:0003714,GO:0005634,GO:0005634,GO:0005737,GO:0016479,GO:0032221,GO:0032221,GO:0033698,GO:0033698,GO:0033698,GO:0033698,GO:0040020,GO:0045944,GO:0045944,GO:0070210,SO:0000704
YPL138C	SPP1	SPP1,CPS40,SAF41	GO:0003682,GO:0003682,GO:0005634,GO:0005829,GO:0006355,GO:0031509,GO:0031509,GO:0031509,GO:0035064,GO:0042800,GO:0042800,GO:0042800,GO:0048188,GO:0048188,GO:0048188,GO:0051568,GO:0051568,GO:0051568,GO:0051568,GO:1903341,SO:0000704
YPL137C	GIP3	GIP3	GO:0005737,GO:0005739,GO:0005739,GO:0005783,GO:0007059,GO:0008157,GO:0019888,GO:0043666,SO:0000704
